sse,vr
0x1419AFA9C,0x141A5155C
0x1419AFA84,0x141A51544
0x1419AFA8C,0x141A5154C
0x1434B9ED0,0x143717B14
0x1419B23D4,0x141A53E94
0x1419B23BC,0x141A53E7C
0x1419B23C4,0x141A53E84
0x1434B9EAC,0x143717AF0
0x1419DB404,0x141A7CFDC
0x1419DB40C,0x141A7CFE4
0x1434C3998,0x143721408
0x1401EF419,0x1401FFEF9
0x1419E3164,0x141A857D4
0x1419E3148,0x141A857B8
0x1419E3154,0x141A857C4
0x1434C5540,0x143723028
0x141605C30,0x14167C9D0
0x141605C38,0x14167C9D8
0x141605C40,0x14167C9E0
0x141605C48,0x14167C9E8
0x141605C50,0x14167C9F0
0x141605C58,0x14167C9F8
0x141605C60,0x14167CA00
0x141605C68,0x14167CA08
0x141605C70,0x14167CA10
0x141605C78,0x14167CA18
0x141605C80,0x14167CA20
0x141605C88,0x14167CA28
0x141605C90,0x14167CA30
0x14189D718,0x14193FA38
0x141605C08,0x14167C9A8
0x141605C10,0x14167C9B0
0x141605C18,0x14167C9B8
0x141605C20,0x14167C9C0
0x14189D6F0,0x14193FA10
0x14163ACC0,0x1416B3018
0x14163ACC8,0x1416B3020
0x14054EF70,0x1405530A0
0x14054EF80,0x1405530B0
0x1434F6BFC,0x14375442C
0x14054EFE1,0x140553111
0x141B0198C,0x141BA01DC
0x141B0199C,0x141BA01EC
0x141B019A4,0x141BA01F4
0x141B019AC,0x141BA01FC
0x1434F6C08,0x143754438
0x14054EFF0,0x140553120
0x14054F00E,0x14055313E
0x1434F6C14,0x143754444
0x14054F020,0x140553150
0x14054F05C,0x14055318C
0x1434F6C20,0x143754450
0x14054F0CA,0x140553223
0x14054F0D0,0x140553230
0x14163ACE0,0x1416B3038
0x14163ACA0,0x1416B2FF8
0x1405522E0,0x1405565F0
0x141C9FF0C,0x141D5915C
0x141C9FEF4,0x141D59144
0x141C9FEFC,0x141D5914C
0x14356EE48,0x1437CE5E0
0x141ACA780,0x141B6C8C0
0x141ACA708,0x141B6C848
0x141ACA710,0x141B6C850
0x141ACA71C,0x141B6C85C
0x141ACA728,0x141B6C868
0x141ACA734,0x141B6C874
0x141ACA740,0x141B6C880
0x141ACA74C,0x141B6C88C
0x141ACA758,0x141B6C898
0x141ACA764,0x141B6C8A4
0x141ACA770,0x141B6C8B0
0x1434EB940,0x1437492FC
0x1434EB94C,0x143749308
0x1434EB958,0x143749314
0x1434EB964,0x143749320
0x1434EB970,0x14374932C
0x1434EB91C,0x1437492D8
0x14047CB98,0x14048CB38
0x141ACA6EC,0x141B6C82C
0x141ACA880,0x141B6C9C0
0x141ACA82C,0x141B6C96C
0x141ACA834,0x141B6C974
0x141ACA840,0x141B6C980
0x141ACA84C,0x141B6C98C
0x141ACA858,0x141B6C998
0x141ACA85C,0x141B6C99C
0x141ACA868,0x141B6C9A8
0x141ACA870,0x141B6C9B0
0x1434EB874,0x143749230
0x1434EB880,0x14374923C
0x1434EB88C,0x143749248
0x1434EB898,0x143749254
0x141B2E5FC,0x141BCD9BC
0x141B2E614,0x141BCD9D4
0x14350241C,0x14375FE80
0x14061A648,0x140623238
0x141B5EDA8,0x141C0AD78
0x1419AF748,0x141A51208
0x1419AF770,0x141A51230
0x1434B9C60,0x1437178A4
0x14014C66A,0x14015D09A
0x143535374,0x1437940BC
0x143535380,0x1437940C8
0x1409A95D6,0x1409E40F6
0x141C1FA28,0x141CD5D88
0x1409A97EB,0x1409E430B
0x141C1FAB8,0x141CD5E18
0x141C1FAD0,0x141CD5E30
0x141C1FA40,0x141CD5DA0
0x141BFB0DC,0x141CB148C
0x141BFB0F4,0x141CB14A4
0x14352D1CC,0x14378BF98
0x14091804F,0x1409527CF
0x1419B1AE8,0x141A535A8
0x1434B9F9C,0x143717BE0
0x14014E850,0x14015F280
0x14014E86B,0x14015F29B
0x14014E8A0,0x14015F2D0
0x14014E870,0x14015F2A0
0x14014E830,0x14015F260
0x1434B9F90,0x143717BD4
0x14014E84B,0x14015F27B
0x1419B1BFC,0x141A536BC
0x141A3EE90,0x141AE1530
0x141A3EEB8,0x141AE1558
0x141A3EEC4,0x141AE1564
0x1434E05B8,0x14373DF80
0x1403B90F3,0x1403C8F13
0x141A3EE48,0x141AE14E8
0x141626850,0x14169D6D0
0x141ADB034,0x141B7D184
0x141626558,0x14169D3D8
0x141ADAB88,0x141B7CCD8
0x141ADAB98,0x141B7CCE8
0x1434F0278,0x14374DC1C
0x1404CA210,0x1404DA3B0
0x1404CA24E,0x1404DA3EE
0x1434F0284,0x14374DC28
0x1434F0290,0x14374DC34
0x1404CA250,0x1404DA3F0
0x1404CA291,0x1404DA431
0x141ADB168,0x141B7D2B8
0x1404CA3B5,0x1404DA555
0x141ADC314,0x141B7D7E4
0x141ADC324,0x141B7D7F4
0x141ADC330,0x141B7D800
0x141ADC338,0x141B7D808
0x141ADC344,0x141B7D814
0x141ADC350,0x141B7D820
0x141ADC35C,0x141B7D82C
0x141ADC368,0x141B7D838
0x141ADC374,0x141B7D844
0x141ADC378,0x141B7D848
0x1434F0140,0x14374DAE4
0x1434F014C,0x14374DAF0
0x1434F0158,0x14374DAFC
0x1434F0164,0x14374DB08
0x1434F0170,0x14374DB14
0x1404C9AC5,0x1404D9C65
0x1434F017C,0x14374DB20
0x1434F0188,0x14374DB2C
0x1434F0194,0x14374DB38
0x1434F01A0,0x14374DB44
0x1434F01AC,0x14374DB50
0x1434F01B8,0x14374DB5C
0x1434F01C4,0x14374DB68
0x1434F01D0,0x14374DB74
0x1404C9B95,0x1404D9D35
0x141ADC480,0x141B7D950
0x1404C9C54,0x1404D9DF4
0x141ADC4E0,0x141B7D9B0
0x141ADC4E8,0x141B7D9B8
0x141ADC484,0x141B7D954
0x141ADC498,0x141B7D968
0x141ADC4C0,0x141B7D990
0x141ADC4CC,0x141B7D99C
0x141ADC4D4,0x141B7D9A4
0x141ADADD8,0x141B7CF28
0x141ADACA0,0x141B7CDF0
0x141ADB000,0x141B7D150
0x141ADAF10,0x141B7D060
0x141ADAD14,0x141B7CE64
0x141ADAF84,0x141B7D0D4
0x141ADAE4C,0x141B7CF9C
0x141ADAB44,0x141B7CC94
0x1419C4CF4,0x141A66484
0x1419C4CD8,0x141A66468
0x1419C4CE4,0x141A66474
0x1434BE838,0x14371C308
0x1419AC908,0x141A4E3CC
0x1419AC91C,0x141A4E3E0
0x1419AC920,0x141A4E3E4
0x1419AC924,0x141A4E3E8
0x1419AC92C,0x141A4E3F0
0x1419AC944,0x141A4E408
0x1419AC94C,0x141A4E410
0x1419AC954,0x141A4E418
0x1419AC95C,0x141A4E420
0x14152E020,0x1415A5390
0x1434B8C34,0x143716878
0x14013D614,0x14014E004
0x1434B8C40,0x143716884
0x14013D620,0x14014E010
0x14013D663,0x14014E053
0x1434B8C4C,0x143716890
0x14013D6D9,0x14014E0C9
0x1434B8C58,0x14371689C
0x14013D727,0x14014E117
0x1434B8C64,0x1437168A8
0x14013D75D,0x14014E14D
0x14152E048,0x1415A53B8
0x14152E070,0x1415A53E0
0x1419AC9E8,0x141A4E4AC
0x1419AC9F0,0x141A4E4B4
0x1419ACA44,0x141A4E508
0x1419ACA54,0x141A4E518
0x141364327,0x1413BF611
0x141364333,0x1413BF61D
0x1419AC9E4,0x141A4E4A8
0x1419ACA40,0x141A4E504
0x1435C9E80,0x143827D1C
0x1419ACA08,0x141A4E4CC
0x1419ACA10,0x141A4E4D4
0x1419ACA3C,0x141A4E500
0x1434B8CC4,0x143716908
0x14013DDB5,0x14014E7A5
0x1419AA78C,0x141A4C230
0x1434B92E8,0x143716F2C
0x140142426,0x140152E16
0x1419E6E9C,0x141A89478
0x1434C6380,0x143723E68
0x14021A902,0x14022C1F2
0x141553CC0,0x1415CB890
0x141553CE8,0x1415CB8B8
0x1419E6F18,0x141A894F4
0x1419E6F40,0x141A8951C
0x141375F28,0x1413D1888
0x141375F34,0x1413D1894
0x141375F5D,0x1413D18BD
0x141375F62,0x1413D18C2
0x1419E6F14,0x141A894F0
0x1419E6FA4,0x141A89580
0x1435CB0F8,0x143829018
0x1419E6F88,0x141A89564
0x141C400F0,0x141CF6440
0x141C4017C,0x141CF64CC
0x141CCCE00,0x141D88DE8
0x141C02690,0x141CB8AB0
0x141C02698,0x141CB8AB8
0x141C026A0,0x141CB8AC0
0x141C026AC,0x141CB8ACC
0x141C026B8,0x141CB8AD8
0x141C026C4,0x141CB8AE4
0x141C026D0,0x141CB8AF0
0x141C026D8,0x141CB8AF8
0x141C026E4,0x141CB8B04
0x141C026EC,0x141CB8B0C
0x141C026F8,0x141CB8B18
0x141C026FC,0x141CB8B1C
0x141C02708,0x141CB8B28
0x141C02720,0x141CB8B40
0x14352DCE8,0x14378CAC0
0x14092A9B4,0x140965404
0x14352DCF4,0x14378CACC
0x14352DD00,0x14378CAD8
0x14352DD0C,0x14378CAE4
0x14352DD18,0x14378CAF0
0x14352DD24,0x14378CAFC
0x14352DD30,0x14378CB08
0x14092AAE4,0x140965534
0x14352DD3C,0x14378CB14
0x14092AC41,0x140965691
0x141C27F8C,0x141CDE2EC
0x141C27F74,0x141CDE2D4
0x141C27F7C,0x141CDE2DC
0x143536FE8,0x143795D30
0x141C48FD8,0x141CFF420
0x141C48FDC,0x141CFF424
0x141740A20,0x1417C8E70
0x141C46918,0x141CFCC98
0x141C4691C,0x141CFCC9C
0x141740250,0x1417C86A0
0x141740278,0x1417C86C8
0x1417402A0,0x1417C86F0
0x1417402C8,0x1417C8718
0x141C46934,0x141CFCCB4
0x141C4694C,0x141CFCCCC
0x141C46964,0x141CFCCE4
0x141C46900,0x141CFCC80
0x141C46904,0x141CFCC84
0x141740228,0x1417C8678
0x1435CD474,0x14382B3B8
0x1435CD480,0x14382B3C4
0x141ABB1C4,0x141B5D1C4
0x141ABB1CC,0x141B5D1CC
0x141B250D0,0x141BC43B8
0x141B250E4,0x141BC43CC
0x1434FF65C,0x14375D09C
0x1405DD476,0x1405E5AC6
0x1434FF668,0x14375D0A8
0x1405DD6A3,0x1405E5CF3
0x141B2513C,0x141BC4424
0x141B25154,0x141BC443C
0x141B25084,0x141BC436C
0x141B250A8,0x141BC4390
0x1434FF650,0x14375D090
0x1405DD225,0x1405E5875
0x141B25044,0x141BC432C
0x141B2505C,0x141BC4344
0x1434FF644,0x14375D084
0x1405DD01D,0x1405E566D
0x141B25004,0x141BC42EC
0x141B2501C,0x141BC4304
0x1434FF638,0x14375D078
0x1405DCEE9,0x1405E5539
0x141B24FC8,0x141BC42B0
0x141B24FDC,0x141BC42C4
0x1434FF62C,0x14375D06C
0x1405DCD9E,0x1405E53EE
0x141B24F70,0x141BC4258
0x141B24F88,0x141BC4270
0x1434FF620,0x14375D060
0x1405DCC23,0x1405E5273
0x141B24F00,0x141BC41E8
0x141B24F18,0x141BC4200
0x1434FF614,0x14375D054
0x1405DCAA6,0x1405E50F6
0x141A340DC,0x141AD660C
0x1419C2D10,0x141A644A0
0x141AC09B8,0x141B62AF8
0x141B7E668,0x141C2BC48
0x143511E30,0x14377062C
0x140756E3B,0x1407821CB
0x141B7EAB0,0x141C2C090
0x140756E50,0x1407821E0
0x1413F85AD,0x14145848D
0x141B7EC18,0x141C2C1F8
0x1435D0720,0x14382EA9C
0x141B7EBF4,0x141C2C1D4
0x14167D190,0x141700268
0x141B7EC20,0x141C2C200
0x141B7EC14,0x141C2C1F4
0x141B7EC38,0x141C2C218
0x141B7EC48,0x141C2C228
0x141B7EC58,0x141C2C238
0x141B7EC64,0x141C2C244
0x141B7EC6C,0x141C2C24C
0x141B7EC78,0x141C2C258
0x141B7EC84,0x141C2C264
0x141B7EC90,0x141C2C270
0x141B7EC98,0x141C2C278
0x141B7ECA4,0x141C2C284
0x141B7ECA8,0x141C2C288
0x141B7ECB4,0x141C2C294
0x141B7ECC4,0x141C2C2A4
0x141B7ECD0,0x141C2C2B0
0x141B7ECD4,0x141C2C2B4
0x143511E6C,0x143770668
0x143511E78,0x143770674
0x143511E84,0x143770680
0x143511E90,0x14377068C
0x143511E9C,0x143770698
0x143511EA8,0x1437706A4
0x143511EB4,0x1437706B0
0x143511EC0,0x1437706BC
0x14075794C,0x140782CDC
0x141B7EBFC,0x141C2C1DC
0x141B7EC10,0x141C2C1F0
0x143511E60,0x14377065C
0x1407576C3,0x140782A53
0x141AC6A5C,0x141B68B9C
0x141B1755C,0x141BB620C
0x141C4EC88,0x141D050C8
0x141C4EC5C,0x141D0509C
0x141C4EC64,0x141D050A4
0x141C4EC70,0x141D050B0
0x141C4EC78,0x141D050B8
0x14354C354,0x1437AB09C
0x14354C360,0x1437AB0A8
0x1419FCB44,0x141A9F1C4
0x141C6FFEC,0x141D28C64
0x141C6FFF4,0x141D28C6C
0x141C6FFFC,0x141D28C74
0x141C70000,0x141D28C78
0x141761460,0x1417EB340
0x14355CC5C,0x1437BC184
0x140C370BC,0x140C7C28C
0x14355CC68,0x1437BC190
0x140C370E6,0x140C7C2B6
0x1417F61C8,0x1418A6790
0x1417F61D0,0x1418A6798
0x141DB5E40,0x141E72EB8
0x141DB5E44,0x141E72EBC
0x141A0F864,0x141AB1F84
0x141A0F810,0x141AB1F30
0x141A0F818,0x141AB1F38
0x141A0F824,0x141AB1F44
0x141A0F830,0x141AB1F50
0x141A0F83C,0x141AB1F5C
0x141A0F840,0x141AB1F60
0x141A0F84C,0x141AB1F6C
0x141A0F854,0x141AB1F74
0x1434D055C,0x14372E044
0x1434D0568,0x14372E050
0x1434D0574,0x14372E05C
0x1434D0580,0x14372E068
0x141A17120,0x141AB97EC
0x141A17134,0x141AB9800
0x141A17140,0x141AB980C
0x141A1714C,0x141AB9818
0x141A17150,0x141AB981C
0x141A1715C,0x141AB9828
0x141A17164,0x141AB9830
0x1434D4018,0x143731AF4
0x1434D4024,0x143731B00
0x1434D4030,0x143731B0C
0x1402F9AC9,0x14030AFC9
0x1434D403C,0x143731B18
0x1402F9AD0,0x14030AFD0
0x1402F9B16,0x14030B016
0x1434D4048,0x143731B24
0x1402F9B20,0x14030B020
0x1402F9B66,0x14030B066
0x141DBA6A0,0x141E77790
0x141DC26C0,0x141E7F7B0
0x141DC26C8,0x141E7F7B8
0x141DBA6A8,0x141E77798
0x141B278FC,0x141BC6C20
0x141B2791C,0x141BC6C40
0x1434FFCF8,0x14375D75C
0x1405EB928,0x1405F4038
0x1434FFD04,0x14375D768
0x1434FFD10,0x14375D774
0x1405EBAE7,0x1405F41F7
0x141B279D4,0x141BC6CF8
0x1405EBCC0,0x1405F43D0
0x141B27A40,0x141BC6D64
0x141B27A54,0x141BC6D78
0x141B279E8,0x141BC6D0C
0x141AA9C5C,0x141B4BC5C
0x141AA9C44,0x141B4BC44
0x141AA9C4C,0x141B4BC4C
0x1434E3EAC,0x143741808
0x141B388D8,0x141BD7E38
0x141B388E4,0x141BD7E44
0x141B388F0,0x141BD7E50
0x141B388F4,0x141BD7E54
0x141B388F8,0x141BD7E58
0x141B38900,0x141BD7E60
0x141658AE0,0x1416D1DB0
0x1413E0FFC,0x14143B74C
0x1435044EC,0x143761F68
0x14063BDB0,0x140644E20
0x14063BDE1,0x140644E51
0x1435044F8,0x143761F74
0x14063BEC1,0x140644F31
0x1419BC3BC,0x141A5DC90
0x1419BC3A4,0x141A5DC78
0x1419BC3AC,0x141A5DC80
0x1434BBE74,0x143719A34
0x141CAADAC,0x141D6679C
0x141CB3EB8,0x141D6F8A8
0x141CB3EBC,0x141D6F8AC
0x14179B068,0x141825FB8
0x141CFA62C,0x141DB6BDC
0x141C62610,0x141D18868
0x141C35D68,0x141CEC098
0x141C35D3C,0x141CEC06C
0x141C35D44,0x141CEC074
0x141C35D50,0x141CEC080
0x141C35D58,0x141CEC088
0x1435405AC,0x14379F2D0
0x1435405B8,0x14379F2DC
0x14171F848,0x1417A7C78
0x14171F850,0x1417A7C80
0x14171F858,0x1417A7C88
0x141DF65B0,0x141EB6110
0x1417A2CA0,0x14182DBF0
0x1417A2CA8,0x14182DBF8
0x1417A2CB0,0x14182DC00
0x1417A2CB8,0x14182DC08
0x141DF6780,0x141EB62E0
0x141DFB858,0x141EBB3B8
0x141DFB7F8,0x141EBB358
0x141DF6580,0x141EB60E0
0x1417A2C98,0x14182DBE8
0x141DF6520,0x141EB6080
0x1417A2C48,0x14182DB98
0x141620EC8,0x141697D08
0x141620ED0,0x141697D10
0x1417F4138,0x1418A46F8
0x1417F4140,0x1418A4700
0x141AD3828,0x141B75968
0x141AD37F8,0x141B75938
0x141AD3818,0x141B75958
0x1434EDF50,0x14374B90C
0x141AD5BF4,0x141B77D3C
0x141AD5BC4,0x141B77D0C
0x141AD5BE4,0x141B77D2C
0x1434EEAE4,0x14374C488
0x141AD4C24,0x141B76D6C
0x141AD4BF4,0x141B76D3C
0x141AD4C14,0x141B76D5C
0x1434EE568,0x14374BF0C
0x141AD4B74,0x141B76CBC
0x141AD4B20,0x141B76C68
0x141AD4B28,0x141B76C70
0x141AD4B34,0x141B76C7C
0x141AD4B40,0x141B76C88
0x141AD4B4C,0x141B76C94
0x141AD4B50,0x141B76C98
0x141AD4B5C,0x141B76CA4
0x141AD4B64,0x141B76CAC
0x1434EE520,0x14374BEC4
0x1434EE52C,0x14374BED0
0x1434EE538,0x14374BEDC
0x1434EE544,0x14374BEE8
0x141AD4BE0,0x141B76D28
0x141AD4B8C,0x141B76CD4
0x141AD4B94,0x141B76CDC
0x141AD4BA0,0x141B76CE8
0x141AD4BAC,0x141B76CF4
0x141AD4BB8,0x141B76D00
0x141AD4BBC,0x141B76D04
0x141AD4BC8,0x141B76D10
0x141AD4BD0,0x141B76D18
0x1434EE4D8,0x14374BE7C
0x1434EE4E4,0x14374BE88
0x1434EE4F0,0x14374BE94
0x1434EE4FC,0x14374BEA0
0x141AD7FAC,0x141B7A0FC
0x141AD7F7C,0x141B7A0CC
0x141AD7F9C,0x141B7A0EC
0x1434EF5C4,0x14374CF68
0x141AA1B04,0x141B43AC4
0x141AA1AD4,0x141B43A94
0x141AA1AF4,0x141B43AB4
0x1434E14E8,0x14373EE20
0x141AA1AC0,0x141B43A80
0x141AA1A90,0x141B43A50
0x141AA1AB0,0x141B43A70
0x1434E14C4,0x14373EDFC
0x141C46174,0x141CFC4F4
0x141C46158,0x141CFC4D8
0x141C46164,0x141CFC4E4
0x14354A6A4,0x1437A93F8
0x1419DC780,0x141A7E340
0x1419DC750,0x141A7E310
0x1419DC770,0x141A7E330
0x1434C3D7C,0x1437217EC
0x141C69A10,0x141D20120
0x141C69A20,0x141D20130
0x141C69A24,0x141D20134
0x141C69A30,0x141D20140
0x141C69A38,0x141D20148
0x14175D520,0x1417E5C10
0x14355A748,0x1437B9478
0x140C140E0,0x140C50A90
0x140C1415E,0x140C50B0E
0x14355A7CC,0x1437B94F0
0x140C14660,0x140C50FD0
0x140C14677,0x140C50FE7
0x140C14DB0,0x140C51720
0x14355A7F0,0x1437B9514
0x140C146C0,0x140C51030
0x140C146D7,0x140C51047
0x140C14E30,0x140C517A0
0x140C14DD0,0x140C51740
0x140C14E00,0x140C51770
0x140C14680,0x140C50FF0
0x140C146A0,0x140C51010
0x14355A7D8,0x1437B94FC
0x140C14697,0x140C51007
0x141C69CF8,0x141D20408
0x14355A7E4,0x1437B9508
0x140C146B7,0x140C51027
0x141C68F38,0x141D1F648
0x140C14160,0x140C50B10
0x140C141D4,0x140C50B84
0x140C141E0,0x140C50B90
0x140C1421C,0x140C50BCC
0x140C142A0,0x140C50C50
0x140C14343,0x140C50CF3
0x140C14350,0x140C50D00
0x14355A754,0x1437B9484
0x141C69958,0x141D20068
0x14355A760,0x1437B9490
0x141C69AD8,0x141D201E8
0x14143A48C,0x14149E65C
0x141C69030,0x141D1F740
0x14355A76C,0x1437B949C
0x141C69000,0x141D1F710
0x14143A480,0x14149E650
0x141C6906C,0x141D1F77C
0x14143A49C,0x14149E66C
0x14143A4BB,0x14149E68B
0x14143A4DA,0x14149E6AA
0x14143A4F6,0x14149E6C6
0x14175D458,0x1417E5B48
0x141C69014,0x141D1F724
0x14143A7F0,0x14149E9C0
0x14143A7F5,0x14149E9C5
0x14143A7FA,0x14149E9CA
0x14175D1B0,0x1417E58A0
0x141C690AC,0x141D1F7BC
0x1435D68E8,0x143834D9C
0x141C6910C,0x141D1F81C
0x141C69010,0x141D1F720
0x141C69068,0x141D1F778
0x14143A800,0x14149E9D0
0x14143A80C,0x14149E9DC
0x14143A820,0x14149E9F0
0x14143A82C,0x14149E9FC
0x14143A840,0x14149EA10
0x14143A850,0x14149EA20
0x141E05D68,0x141EC5968
0x141E05D80,0x141EC5980
0x141C69BBC,0x141D202CC
0x141C69C3C,0x141D2034C
0x141C69C08,0x141D20318
0x141C69C88,0x141D20398
0x1400D8DA0,0x1400E8600
0x1400D8E10,0x1400E8670
0x14175D638,0x1417E5D28
0x141C69BD0,0x141D202E0
0x14175D688,0x1417E5D78
0x141C69C50,0x141D20360
0x14175D660,0x1417E5D50
0x141C69C10,0x141D20320
0x14175D6B0,0x1417E5DA0
0x141C69C90,0x141D203A0
0x1414FA700,0x1415700B0
0x14151BBB8,0x141592B90
0x1434B13A4,0x14370EA78
0x1400D8E0D,0x1400E866D
0x141C69BA8,0x141D202B8
0x14151BBC0,0x141592B98
0x1434B13B0,0x14370EA84
0x1400D8E7D,0x1400E86DD
0x141C69C28,0x141D20338
0x141C69BB8,0x141D202C8
0x141C69C38,0x141D20348
0x141C69C04,0x141D20314
0x141C69C84,0x141D20394
0x1435ED358,0x14384D5AC
0x1414FA746,0x1415700F6
0x141C69C78,0x141D20388
0x14143A502,0x14149E6D2
0x141C69128,0x141D1F838
0x14175D1D8,0x1417E58C8
0x141C69130,0x141D1F840
0x141C69124,0x141D1F834
0x141C69148,0x141D1F858
0x141C6915C,0x141D1F86C
0x141C69168,0x141D1F878
0x141C69174,0x141D1F884
0x141C69178,0x141D1F888
0x14355A520,0x1437B9250
0x14355A52C,0x1437B925C
0x14355A538,0x1437B9268
0x140C11153,0x140C4DAA3
0x141C69C80,0x141D20390
0x141C69C34,0x141D20344
0x141C69BB4,0x141D202C4
0x141C69CA8,0x141D203B8
0x141C69CB0,0x141D203C0
0x141C69CB4,0x141D203C4
0x141C69CB8,0x141D203C8
0x141C69CC0,0x141D203D0
0x141C69CD8,0x141D203E8
0x141C69CE0,0x141D203F0
0x141C69CE4,0x141D203F4
0x141C69CF0,0x141D20400
0x14175D6D8,0x1417E5DC8
0x14143A790,0x14149E960
0x140C13E50,0x140C50800
0x14175D700,0x1417E5DF0
0x14355A700,0x1437B9430
0x140C13E7F,0x140C5082F
0x14355A730,0x1437B9460
0x140C14060,0x140C50A10
0x140C1409C,0x140C50A4C
0x14355A7B4,0x1437B94D8
0x140C14620,0x140C50F90
0x140C14637,0x140C50FA7
0x140C14D70,0x140C516E0
0x141460A85,0x1414C5AF1
0x141D31844,0x141DEB538
0x141460A6D,0x1414C5AD9
0x141460A79,0x1414C5AE5
0x141460A91,0x1414C5AFD
0x141460A9D,0x1414C5B09
0x141460AAD,0x1414C5B19
0x141460AB9,0x1414C5B25
0x141460AC5,0x1414C5B31
0x141460ACA,0x1414C5B36
0x141460ACF,0x1414C5B3B
0x141460AD4,0x1414C5B40
0x141460AF9,0x1414C5B65
0x141460AFE,0x1414C5B6A
0x141460B03,0x1414C5B6F
0x141460B08,0x1414C5B74
0x141460B0D,0x1414C5B79
0x141460B12,0x1414C5B7E
0x141460B17,0x1414C5B83
0x141460B1C,0x1414C5B88
0x141460B21,0x1414C5B8D
0x141460B26,0x1414C5B92
0x141460B2B,0x1414C5B97
0x141460B30,0x1414C5B9C
0x14116CD50,0x1411BBF30
0x14180F4A0,0x1418BB730
0x141D31914,0x141DEB608
0x1435DA650,0x143838AD4
0x141D319D4,0x141DEB6C8
0x141D31190,0x141DEAE98
0x1435AD434,0x14380CBA8
0x14116CDFA,0x1411BBFDA
0x141D3113C,0x141DEAE44
0x141D31840,0x141DEB534
0x14180F9A0,0x1418BBA28
0x141D31150,0x141DEAE58
0x141461530,0x1414C6350
0x141461535,0x1414C6355
0x14146153A,0x1414C635A
0x14146153F,0x1414C635F
0x141461544,0x1414C6364
0x141461549,0x1414C6369
0x14146154E,0x1414C636E
0x141461553,0x1414C6373
0x141D3114C,0x141DEAE54
0x140C14D90,0x140C51700
0x140C14640,0x140C50FB0
0x14355A7C0,0x1437B94E4
0x140C14657,0x140C50FC7
0x141C68F30,0x141D1F640
0x140C140A0,0x140C50A50
0x140C140DC,0x140C50A8C
0x14143A7BC,0x14149E98C
0x14143A7D4,0x14149E9A4
0x14355A73C,0x1437B946C
0x141C68F14,0x141D1F628
0x141C68F54,0x141D1F664
0x14143A7B0,0x14149E980
0x14143A7C8,0x14149E998
0x14143A7E4,0x14149E9B4
0x14175D408,0x1417E5AF8
0x141C68F80,0x141D1F690
0x140C13F70,0x140C50920
0x141C68F50,0x141D1F660
0x14355A718,0x1437B9448
0x140C13FEF,0x140C5099F
0x141C68F40,0x141D1F650
0x140C13E80,0x140C50830
0x140C13EAF,0x140C5085F
0x141C69940,0x141D20050
0x14355A70C,0x1437B943C
0x141C69928,0x141D20038
0x14175D480,0x1417E5B70
0x141C69938,0x141D20048
0x14143A7A0,0x14149E970
0x141C69934,0x141D20044
0x14175D4A8,0x1417E5B98
0x141C6996C,0x141D2007C
0x141C69930,0x141D20040
0x141C68F4C,0x141D1F65C
0x14355A724,0x1437B9454
0x140C14023,0x140C509D3
0x141C69A00,0x141D20110
0x140C14030,0x140C509E0
0x141C68FC0,0x141D1F6D0
0x141C68FD8,0x141D1F6E8
0x141C68FDC,0x141D1F6EC
0x141C68FE0,0x141D1F6F0
0x141C68FE8,0x141D1F6F8
0x14175D430,0x1417E5B20
0x14143A930,0x14149EAF0
0x140C148D0,0x140C51240
0x1406C12C0,0x1406E73C0
0x14355A82C,0x1437B9550
0x140C14B68,0x140C514D8
0x1406C9D60,0x1406F07B0
0x1406CDB20,0x1406F4E20
0x141B538F0,0x141BF74A8
0x1435092E0,0x1437677D0
0x1406CAF00,0x1406F1A10
0x1406C1328,0x1406E7428
0x141B538D0,0x141BF7488
0x141B53968,0x141BF7520
0x143509AC0,0x143768028
0x1406C9EBC,0x1406F090C
0x141B53948,0x141BF7500
0x141B539A0,0x141BF7558
0x143509F7C,0x143768538
0x1406CDC8C,0x1406F4F8C
0x141B53980,0x141BF7538
0x141660B38,0x1416DA758
0x141B538E4,0x141BF749C
0x1413EA4F0,0x141449C30
0x143509C4C,0x1437681CC
0x1406CAF52,0x1406F1A62
0x141B53908,0x141BF74C0
0x141660B88,0x1416DA7A8
0x141B53960,0x141BF7518
0x1413EAF40,0x14144A6E0
0x141660BB0,0x1416DA7D0
0x141B53998,0x141BF7550
0x1413EB080,0x14144A840
0x141B538E0,0x141BF7498
0x141B5395C,0x141BF7514
0x141B53994,0x141BF754C
0x1413EA500,0x141449C40
0x141B57E44,0x141C03844
0x1416630B8,0x1416E1B20
0x141B57E50,0x141C03850
0x1406C1330,0x1406E7430
0x141B57E40,0x141C03840
0x1406BC500,0x1406DFF40
0x1435092EC,0x1437677DC
0x1406C1399,0x1406E7499
0x141B57E30,0x141C03830
0x143508BE4,0x143766E64
0x1406BC544,0x1406DFF84
0x141B57E68,0x141C03868
0x143508BF0,0x143766E70
0x143508BFC,0x143766E7C
0x143508C08,0x143766E88
0x1406BC676,0x1406E00B6
0x141B58660,0x141C045A0
0x141B58664,0x141C045A4
0x141B58670,0x141C045B0
0x141B58678,0x141C045B8
0x141B5867C,0x141C045BC
0x141B58680,0x141C045C0
0x141B58688,0x141C045C8
0x141663478,0x1416E2020
0x1413EA650,0x141449DA0
0x1406C19C0,0x1406E7B00
0x1435093F4,0x1437678F0
0x1406C19FF,0x1406E7B3F
